Suburb,Offence,Alcohol,2014,2015,2016,2017,2018
Leichhardt,Offensive language ,Alcohol Related ,6,3,6,2,0
Leichhardt,Offensive language ,Not Alcohol Related ,2,1,3,1,2
Lemon Tree,Domestic violence related assault ,Alcohol Related ,0,0,0,2,0
Lemon Tree,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lemon Tree,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lemon Tree,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lemon Tree,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lemon Tree,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lemon Tree,Offensive language ,Alcohol Related ,0,0,0,0,0
Lemon Tree,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lemon Tree Passage,Domestic violence related assault ,Alcohol Related ,5,6,6,1,7
Lemon Tree Passage,Domestic violence related assault ,Not Alcohol Related ,7,4,9,4,8
Lemon Tree Passage,Non-domestic violence related assault ,Alcohol Related ,2,4,1,3,2
Lemon Tree Passage,Non-domestic violence related assault ,Not Alcohol Related ,6,8,4,1,3
Lemon Tree Passage,Offensive conduct ,Alcohol Related ,0,1,0,1,0
Lemon Tree Passage,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lemon Tree Passage,Offensive language ,Alcohol Related ,0,2,0,0,1
Lemon Tree Passage,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Len Waters Estate,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Len Waters Estate,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Len Waters Estate,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Len Waters Estate,Non-domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Len Waters Estate,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Len Waters Estate,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Len Waters Estate,Offensive language ,Alcohol Related ,0,0,0,0,0
Len Waters Estate,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lenaghan,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lenaghan,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lenaghan,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lenaghan,Non-domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Lenaghan,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lenaghan,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lenaghan,Offensive language ,Alcohol Related ,0,0,0,0,0
Lenaghan,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lennox Head,Domestic violence related assault ,Alcohol Related ,1,3,7,1,4
Lennox Head,Domestic violence related assault ,Not Alcohol Related ,3,4,0,4,8
Lennox Head,Non-domestic violence related assault ,Alcohol Related ,7,10,8,11,6
Lennox Head,Non-domestic violence related assault ,Not Alcohol Related ,3,4,2,2,5
Lennox Head,Offensive conduct ,Alcohol Related ,4,4,1,1,2
Lennox Head,Offensive conduct ,Not Alcohol Related ,1,0,1,0,1
Lennox Head,Offensive language ,Alcohol Related ,1,1,6,0,1
Lennox Head,Offensive language ,Not Alcohol Related ,2,0,2,0,0
Leonay,Domestic violence related assault ,Alcohol Related ,1,2,2,4,0
Leonay,Domestic violence related assault ,Not Alcohol Related ,4,3,2,2,6
Leonay,Non-domestic violence related assault ,Alcohol Related ,0,1,1,1,0
Leonay,Non-domestic violence related assault ,Not Alcohol Related ,3,2,3,3,1
Leonay,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Leonay,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Leonay,Offensive language ,Alcohol Related ,0,0,0,0,0
Leonay,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Leppington,Domestic violence related assault ,Alcohol Related ,6,3,3,1,5
Leppington,Domestic violence related assault ,Not Alcohol Related ,6,11,6,13,25
Leppington,Non-domestic violence related assault ,Alcohol Related ,0,1,2,2,7
Leppington,Non-domestic violence related assault ,Not Alcohol Related ,3,3,8,14,5
Leppington,Offensive conduct ,Alcohol Related ,0,0,1,2,0
Leppington,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Leppington,Offensive language ,Alcohol Related ,0,0,0,0,1
Leppington,Offensive language ,Not Alcohol Related ,0,0,1,0,0
Lethbridge Park,Domestic violence related assault ,Alcohol Related ,15,16,12,14,18
Lethbridge Park,Domestic violence related assault ,Not Alcohol Related ,48,46,67,47,53
Lethbridge Park,Non-domestic violence related assault ,Alcohol Related ,12,15,14,18,10
Lethbridge Park,Non-domestic violence related assault ,Not Alcohol Related ,35,31,27,24,32
Lethbridge Park,Offensive conduct ,Alcohol Related ,0,1,2,2,0
Lethbridge Park,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lethbridge Park,Offensive language ,Alcohol Related ,2,1,1,0,0
Lethbridge Park,Offensive language ,Not Alcohol Related ,0,3,1,0,2
Leumeah,Domestic violence related assault ,Alcohol Related ,13,13,12,13,15
Leumeah,Domestic violence related assault ,Not Alcohol Related ,45,35,34,29,33
Leumeah,Non-domestic violence related assault ,Alcohol Related ,16,14,14,8,18
Leumeah,Non-domestic violence related assault ,Not Alcohol Related ,45,34,29,22,21
Leumeah,Offensive conduct ,Alcohol Related ,1,4,3,4,3
Leumeah,Offensive conduct ,Not Alcohol Related ,0,4,2,4,1
Leumeah,Offensive language ,Alcohol Related ,0,5,4,5,2
Leumeah,Offensive language ,Not Alcohol Related ,1,0,1,1,3
Leura,Domestic violence related assault ,Alcohol Related ,2,4,4,5,3
Leura,Domestic violence related assault ,Not Alcohol Related ,7,7,5,9,10
Leura,Non-domestic violence related assault ,Alcohol Related ,5,2,2,3,2
Leura,Non-domestic violence related assault ,Not Alcohol Related ,13,4,8,11,8
Leura,Offensive conduct ,Alcohol Related ,0,0,0,0,1
Leura,Offensive conduct ,Not Alcohol Related ,1,1,1,0,1
Leura,Offensive language ,Alcohol Related ,0,0,0,0,0
Leura,Offensive language ,Not Alcohol Related ,0,0,1,0,0
Lewis Ponds,Domestic violence related assault ,Alcohol Related ,0,0,0,1,0
Lewis Ponds,Domestic violence related assault ,Not Alcohol Related ,2,0,0,0,1
Lewis Ponds,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lewis Ponds,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lewis Ponds,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lewis Ponds,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lewis Ponds,Offensive language ,Alcohol Related ,0,0,0,0,0
Lewis Ponds,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lewisham,Domestic violence related assault ,Alcohol Related ,4,0,3,2,0
Lewisham,Domestic violence related assault ,Not Alcohol Related ,12,3,7,4,5
Lewisham,Non-domestic violence related assault ,Alcohol Related ,8,0,2,2,11
Lewisham,Non-domestic violence related assault ,Not Alcohol Related ,14,11,13,12,12
Lewisham,Offensive conduct ,Alcohol Related ,2,0,0,1,3
Lewisham,Offensive conduct ,Not Alcohol Related ,1,0,0,0,0
Lewisham,Offensive language ,Alcohol Related ,0,0,0,0,1
Lewisham,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Liberty Grove,Domestic violence related assault ,Alcohol Related ,0,1,2,1,0
Liberty Grove,Domestic violence related assault ,Not Alcohol Related ,4,4,0,0,0
Liberty Grove,Non-domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Liberty Grove,Non-domestic violence related assault ,Not Alcohol Related ,0,5,3,1,2
Liberty Grove,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Liberty Grove,Offensive conduct ,Not Alcohol Related ,1,0,0,0,0
Liberty Grove,Offensive language ,Alcohol Related ,0,0,0,0,0
Liberty Grove,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lidcombe,Domestic violence related assault ,Alcohol Related ,26,19,12,15,15
Lidcombe,Domestic violence related assault ,Not Alcohol Related ,55,37,31,52,55
Lidcombe,Non-domestic violence related assault ,Alcohol Related ,28,27,24,19,48
Lidcombe,Non-domestic violence related assault ,Not Alcohol Related ,41,59,61,67,101
Lidcombe,Offensive conduct ,Alcohol Related ,2,11,1,1,1
Lidcombe,Offensive conduct ,Not Alcohol Related ,3,2,1,1,3
Lidcombe,Offensive language ,Alcohol Related ,1,2,1,1,0
Lidcombe,Offensive language ,Not Alcohol Related ,1,4,2,2,2
Lidsdale,Domestic violence related assault ,Alcohol Related ,1,1,0,0,0
Lidsdale,Domestic violence related assault ,Not Alcohol Related ,3,0,0,1,0
Lidsdale,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Lidsdale,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Lidsdale,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lidsdale,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lidsdale,Offensive language ,Alcohol Related ,0,0,0,0,0
Lidsdale,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lidster,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lidster,Domestic violence related assault ,Not Alcohol Related ,0,0,1,0,1
Lidster,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lidster,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lidster,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lidster,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lidster,Offensive language ,Alcohol Related ,0,0,0,0,0
Lidster,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lightning Ridge,Domestic violence related assault ,Alcohol Related ,17,11,13,23,17
Lightning Ridge,Domestic violence related assault ,Not Alcohol Related ,24,23,12,16,24
Lightning Ridge,Non-domestic violence related assault ,Alcohol Related ,17,16,15,12,5
Lightning Ridge,Non-domestic violence related assault ,Not Alcohol Related ,15,26,18,16,15
Lightning Ridge,Offensive conduct ,Alcohol Related ,5,4,4,2,0
Lightning Ridge,Offensive conduct ,Not Alcohol Related ,3,3,2,2,2
Lightning Ridge,Offensive language ,Alcohol Related ,3,4,1,0,0
Lightning Ridge,Offensive language ,Not Alcohol Related ,10,5,0,3,1
Lilli Pilli (Eurobodalla),Domestic violence related assault ,Alcohol Related ,2,1,0,1,0
Lilli Pilli (Eurobodalla),Domestic violence related assault ,Not Alcohol Related ,3,3,1,0,2
Lilli Pilli (Eurobodalla),Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lilli Pilli (Eurobodalla),Non-domestic violence related assault ,Not Alcohol Related ,0,2,0,2,1
Lilli Pilli (Eurobodalla),Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lilli Pilli (Eurobodalla),Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lilli Pilli (Eurobodalla),Offensive language ,Alcohol Related ,0,0,0,0,0
Lilli Pilli (Eurobodalla),Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lilli Pilli (Sutherland Shire),Domestic violence related assault ,Alcohol Related ,0,1,2,0,0
Lilli Pilli (Sutherland Shire),Domestic violence related assault ,Not Alcohol Related ,3,0,5,1,7
Lilli Pilli (Sutherland Shire),Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lilli Pilli (Sutherland Shire),Non-domestic violence related assault ,Not Alcohol Related ,1,0,1,3,1
Lilli Pilli (Sutherland Shire),Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lilli Pilli (Sutherland Shire),Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lilli Pilli (Sutherland Shire),Offensive language ,Alcohol Related ,0,0,0,0,0
Lilli Pilli (Sutherland Shire),Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lillian Rock,Domestic violence related assault ,Alcohol Related ,2,0,0,0,0
Lillian Rock,Domestic violence related assault ,Not Alcohol Related ,0,3,0,0,0
Lillian Rock,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lillian Rock,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lillian Rock,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lillian Rock,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lillian Rock,Offensive language ,Alcohol Related ,0,0,0,0,0
Lillian Rock,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lilyfield,Domestic violence related assault ,Alcohol Related ,6,2,6,11,12
Lilyfield,Domestic violence related assault ,Not Alcohol Related ,19,19,16,15,14
Lilyfield,Non-domestic violence related assault ,Alcohol Related ,2,3,8,1,3
Lilyfield,Non-domestic violence related assault ,Not Alcohol Related ,9,9,16,15,10
Lilyfield,Offensive conduct ,Alcohol Related ,3,2,3,0,1
Lilyfield,Offensive conduct ,Not Alcohol Related ,2,0,1,3,0
Lilyfield,Offensive language ,Alcohol Related ,0,1,3,0,0
Lilyfield,Offensive language ,Not Alcohol Related ,1,1,3,2,2
Lilyvale,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lilyvale,Domestic violence related assault ,Not Alcohol Related ,0,0,1,2,0
Lilyvale,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lilyvale,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,1,0
Lilyvale,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lilyvale,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lilyvale,Offensive language ,Alcohol Related ,0,0,0,0,0
Lilyvale,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Limeburners Creek (Mid-Coast),Domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Limeburners Creek (Mid-Coast),Domestic violence related assault ,Not Alcohol Related ,1,1,0,0,0
Limeburners Creek (Mid-Coast),Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Limeburners Creek (Mid-Coast),Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Limeburners Creek (Mid-Coast),Offensive conduct ,Alcohol Related ,0,0,0,0,0
Limeburners Creek (Mid-Coast),Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Limeburners Creek (Mid-Coast),Offensive language ,Alcohol Related ,0,0,0,0,0
Limeburners Creek (Mid-Coast),Offensive language ,Not Alcohol Related ,0,0,0,0,0
Limeburners Creek (Port Macquarie-Hastings),Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Limeburners Creek (Port Macquarie-Hastings),Domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Limeburners Creek (Port Macquarie-Hastings),Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Limeburners Creek (Port Macquarie-Hastings),Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Limeburners Creek (Port Macquarie-Hastings),Offensive conduct ,Alcohol Related ,0,0,0,0,0
Limeburners Creek (Port Macquarie-Hastings),Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Limeburners Creek (Port Macquarie-Hastings),Offensive language ,Alcohol Related ,0,0,0,0,0
Limeburners Creek (Port Macquarie-Hastings),Offensive language ,Not Alcohol Related ,0,0,0,0,0
Limekilns,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Limekilns,Domestic violence related assault ,Not Alcohol Related ,0,0,0,1,0
Limekilns,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Limekilns,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Limekilns,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Limekilns,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Limekilns,Offensive language ,Alcohol Related ,0,0,0,0,0
Limekilns,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Limpinwood,Domestic violence related assault ,Alcohol Related ,2,0,0,0,1
Limpinwood,Domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Limpinwood,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Limpinwood,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Limpinwood,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Limpinwood,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Limpinwood,Offensive language ,Alcohol Related ,0,0,0,0,0
Limpinwood,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Linburn,Domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Linburn,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Linburn,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Linburn,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Linburn,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Linburn,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Linburn,Offensive language ,Alcohol Related ,0,0,0,0,0
Linburn,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Linden,Domestic violence related assault ,Alcohol Related ,0,0,0,1,0
Linden,Domestic violence related assault ,Not Alcohol Related ,2,2,0,2,0
Linden,Non-domestic violence related assault ,Alcohol Related ,0,0,0,1,0
Linden,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,1
Linden,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Linden,Offensive conduct ,Not Alcohol Related ,1,0,0,0,0
Linden,Offensive language ,Alcohol Related ,0,0,0,0,0
Linden,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lindendale,Domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Lindendale,Domestic violence related assault ,Not Alcohol Related ,1,0,1,1,1
Lindendale,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Lindendale,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,1,0
Lindendale,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lindendale,Offensive conduct ,Not Alcohol Related ,0,0,1,0,0
Lindendale,Offensive language ,Alcohol Related ,1,0,0,0,0
Lindendale,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lindfield,Domestic violence related assault ,Alcohol Related ,1,2,0,0,2
Lindfield,Domestic violence related assault ,Not Alcohol Related ,1,3,3,2,5
Lindfield,Non-domestic violence related assault ,Alcohol Related ,0,0,1,3,0
Lindfield,Non-domestic violence related assault ,Not Alcohol Related ,7,1,4,6,8
Lindfield,Offensive conduct ,Alcohol Related ,0,0,1,1,0
Lindfield,Offensive conduct ,Not Alcohol Related ,0,0,0,1,0
Lindfield,Offensive language ,Alcohol Related ,0,0,1,0,0
Lindfield,Offensive language ,Not Alcohol Related ,0,0,0,0,1
Lindifferon,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lindifferon,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lindifferon,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Lindifferon,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lindifferon,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lindifferon,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lindifferon,Offensive language ,Alcohol Related ,0,0,0,0,0
Lindifferon,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Linley Point,Domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Linley Point,Domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Linley Point,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Linley Point,Non-domestic violence related assault ,Not Alcohol Related ,1,1,0,2,0
Linley Point,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Linley Point,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Linley Point,Offensive language ,Alcohol Related ,0,0,0,0,0
Linley Point,Offensive language ,Not Alcohol Related ,0,0,0,0,0
