Suburb,Offence,Alcohol,2014,2015,2016,2017,2018
Pleasure Point,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Pleasure Point,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,2,0
Pleasure Point,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Pleasure Point,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Pleasure Point,Offensive language ,Alcohol Related ,0,0,0,0,0
Pleasure Point,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Plumpton,Domestic violence related assault ,Alcohol Related ,8,7,5,3,9
Plumpton,Domestic violence related assault ,Not Alcohol Related ,24,22,26,23,35
Plumpton,Non-domestic violence related assault ,Alcohol Related ,1,2,5,2,4
Plumpton,Non-domestic violence related assault ,Not Alcohol Related ,21,19,21,21,24
Plumpton,Offensive conduct ,Alcohol Related ,2,0,2,0,1
Plumpton,Offensive conduct ,Not Alcohol Related ,0,0,0,2,0
Plumpton,Offensive language ,Alcohol Related ,1,0,0,0,2
Plumpton,Offensive language ,Not Alcohol Related ,1,1,0,0,1
Point Clare,Domestic violence related assault ,Alcohol Related ,2,5,2,6,6
Point Clare,Domestic violence related assault ,Not Alcohol Related ,3,7,3,9,9
Point Clare,Non-domestic violence related assault ,Alcohol Related ,2,4,3,0,2
Point Clare,Non-domestic violence related assault ,Not Alcohol Related ,6,3,8,3,4
Point Clare,Offensive conduct ,Alcohol Related ,0,1,0,1,0
Point Clare,Offensive conduct ,Not Alcohol Related ,0,0,1,0,0
Point Clare,Offensive language ,Alcohol Related ,0,0,1,0,0
Point Clare,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Point Frederick,Domestic violence related assault ,Alcohol Related ,1,1,8,3,1
Point Frederick,Domestic violence related assault ,Not Alcohol Related ,0,12,5,10,7
Point Frederick,Non-domestic violence related assault ,Alcohol Related ,1,0,3,0,1
Point Frederick,Non-domestic violence related assault ,Not Alcohol Related ,3,2,4,6,6
Point Frederick,Offensive conduct ,Alcohol Related ,0,1,0,0,0
Point Frederick,Offensive conduct ,Not Alcohol Related ,0,0,0,1,0
Point Frederick,Offensive language ,Alcohol Related ,1,0,0,0,0
Point Frederick,Offensive language ,Not Alcohol Related ,3,0,0,0,0
Point Piper,Domestic violence related assault ,Alcohol Related ,0,0,1,2,1
Point Piper,Domestic violence related assault ,Not Alcohol Related ,4,0,1,1,2
Point Piper,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Point Piper,Non-domestic violence related assault ,Not Alcohol Related ,1,1,6,2,1
Point Piper,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Point Piper,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Point Piper,Offensive language ,Alcohol Related ,0,0,0,0,0
Point Piper,Offensive language ,Not Alcohol Related ,0,0,0,1,0
Pokolbin,Domestic violence related assault ,Alcohol Related ,5,4,4,1,2
Pokolbin,Domestic violence related assault ,Not Alcohol Related ,2,0,0,1,3
Pokolbin,Non-domestic violence related assault ,Alcohol Related ,11,5,10,11,17
Pokolbin,Non-domestic violence related assault ,Not Alcohol Related ,1,0,3,4,4
Pokolbin,Offensive conduct ,Alcohol Related ,6,5,3,5,3
Pokolbin,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Pokolbin,Offensive language ,Alcohol Related ,2,3,3,1,4
Pokolbin,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Pola Creek,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Pola Creek,Domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Pola Creek,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Pola Creek,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Pola Creek,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Pola Creek,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Pola Creek,Offensive language ,Alcohol Related ,0,0,0,0,0
Pola Creek,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Polo Flat,Domestic violence related assault ,Alcohol Related ,1,0,0,0,1
Polo Flat,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,2
Polo Flat,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Polo Flat,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Polo Flat,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Polo Flat,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Polo Flat,Offensive language ,Alcohol Related ,0,0,0,0,0
Polo Flat,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Pomona,Domestic violence related assault ,Alcohol Related ,0,0,2,0,0
Pomona,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Pomona,Non-domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Pomona,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Pomona,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Pomona,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Pomona,Offensive language ,Alcohol Related ,0,0,0,0,0
Pomona,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Pooncarie,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Pooncarie,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Pooncarie,Non-domestic violence related assault ,Alcohol Related ,0,1,1,0,0
Pooncarie,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,1,0
Pooncarie,Offensive conduct ,Alcohol Related ,0,0,0,1,0
Pooncarie,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Pooncarie,Offensive language ,Alcohol Related ,0,0,0,0,0
Pooncarie,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Port Botany,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Port Botany,Domestic violence related assault ,Not Alcohol Related ,0,0,0,1,0
Port Botany,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Port Botany,Non-domestic violence related assault ,Not Alcohol Related ,1,3,1,3,1
Port Botany,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Port Botany,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Port Botany,Offensive language ,Alcohol Related ,0,0,0,0,0
Port Botany,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Port Hacking,Domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Port Hacking,Domestic violence related assault ,Not Alcohol Related ,0,0,2,0,0
Port Hacking,Non-domestic violence related assault ,Alcohol Related ,0,0,1,1,0
Port Hacking,Non-domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Port Hacking,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Port Hacking,Offensive conduct ,Not Alcohol Related ,0,0,0,1,0
Port Hacking,Offensive language ,Alcohol Related ,0,0,0,1,0
Port Hacking,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Port Kembla,Domestic violence related assault ,Alcohol Related ,4,10,9,6,2
Port Kembla,Domestic violence related assault ,Not Alcohol Related ,19,19,21,15,16
Port Kembla,Non-domestic violence related assault ,Alcohol Related ,10,5,6,4,10
Port Kembla,Non-domestic violence related assault ,Not Alcohol Related ,12,14,24,22,14
Port Kembla,Offensive conduct ,Alcohol Related ,1,0,2,1,0
Port Kembla,Offensive conduct ,Not Alcohol Related ,1,3,1,2,2
Port Kembla,Offensive language ,Alcohol Related ,2,0,3,1,0
Port Kembla,Offensive language ,Not Alcohol Related ,3,2,2,3,1
Port Macquarie,Domestic violence related assault ,Alcohol Related ,66,63,61,54,60
Port Macquarie,Domestic violence related assault ,Not Alcohol Related ,100,100,102,84,109
Port Macquarie,Non-domestic violence related assault ,Alcohol Related ,122,98,82,73,61
Port Macquarie,Non-domestic violence related assault ,Not Alcohol Related ,133,127,120,120,92
Port Macquarie,Offensive conduct ,Alcohol Related ,67,67,43,51,39
Port Macquarie,Offensive conduct ,Not Alcohol Related ,14,9,19,14,8
Port Macquarie,Offensive language ,Alcohol Related ,40,35,34,41,21
Port Macquarie,Offensive language ,Not Alcohol Related ,13,22,21,20,5
Porters Retreat,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Porters Retreat,Domestic violence related assault ,Not Alcohol Related ,2,2,0,0,0
Porters Retreat,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Porters Retreat,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Porters Retreat,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Porters Retreat,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Porters Retreat,Offensive language ,Alcohol Related ,0,0,0,0,0
Porters Retreat,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Portland,Domestic violence related assault ,Alcohol Related ,3,5,2,6,3
Portland,Domestic violence related assault ,Not Alcohol Related ,5,12,4,3,7
Portland,Non-domestic violence related assault ,Alcohol Related ,2,3,2,2,2
Portland,Non-domestic violence related assault ,Not Alcohol Related ,6,7,5,3,2
Portland,Offensive conduct ,Alcohol Related ,0,1,0,0,1
Portland,Offensive conduct ,Not Alcohol Related ,1,0,2,0,0
Portland,Offensive language ,Alcohol Related ,0,0,0,0,0
Portland,Offensive language ,Not Alcohol Related ,0,0,0,0,1
Possum Brush,Domestic violence related assault ,Alcohol Related ,0,0,0,1,2
Possum Brush,Domestic violence related assault ,Not Alcohol Related ,0,1,1,0,0
Possum Brush,Non-domestic violence related assault ,Alcohol Related ,0,1,1,1,1
Possum Brush,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Possum Brush,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Possum Brush,Offensive conduct ,Not Alcohol Related ,1,0,0,0,0
Possum Brush,Offensive language ,Alcohol Related ,0,0,0,0,0
Possum Brush,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Possum Creek,Domestic violence related assault ,Alcohol Related ,1,2,1,0,0
Possum Creek,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,2
Possum Creek,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Possum Creek,Non-domestic violence related assault ,Not Alcohol Related ,0,0,2,1,0
Possum Creek,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Possum Creek,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Possum Creek,Offensive language ,Alcohol Related ,0,0,0,0,0
Possum Creek,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Potato Point,Domestic violence related assault ,Alcohol Related ,0,1,0,0,1
Potato Point,Domestic violence related assault ,Not Alcohol Related ,1,0,1,0,1
Potato Point,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Potato Point,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Potato Point,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Potato Point,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Potato Point,Offensive language ,Alcohol Related ,0,0,0,0,0
Potato Point,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Pottery Estate,Domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Pottery Estate,Domestic violence related assault ,Not Alcohol Related ,0,0,0,2,0
Pottery Estate,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Pottery Estate,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,1
Pottery Estate,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Pottery Estate,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Pottery Estate,Offensive language ,Alcohol Related ,0,0,0,0,0
Pottery Estate,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Potts Hill,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Potts Hill,Domestic violence related assault ,Not Alcohol Related ,0,4,1,10,9
Potts Hill,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Potts Hill,Non-domestic violence related assault ,Not Alcohol Related ,1,1,1,4,4
Potts Hill,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Potts Hill,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Potts Hill,Offensive language ,Alcohol Related ,0,0,0,0,0
Potts Hill,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Potts Point,Domestic violence related assault ,Alcohol Related ,25,23,19,17,15
Potts Point,Domestic violence related assault ,Not Alcohol Related ,26,17,18,21,14
Potts Point,Non-domestic violence related assault ,Alcohol Related ,164,119,103,82,94
Potts Point,Non-domestic violence related assault ,Not Alcohol Related ,84,73,55,68,70
Potts Point,Offensive conduct ,Alcohol Related ,149,113,108,115,107
Potts Point,Offensive conduct ,Not Alcohol Related ,41,36,32,41,39
Potts Point,Offensive language ,Alcohol Related ,19,19,32,28,14
Potts Point,Offensive language ,Not Alcohol Related ,21,12,21,17,13
Pottsville,Domestic violence related assault ,Alcohol Related ,10,5,7,6,6
Pottsville,Domestic violence related assault ,Not Alcohol Related ,10,7,14,7,13
Pottsville,Non-domestic violence related assault ,Alcohol Related ,7,2,5,5,5
Pottsville,Non-domestic violence related assault ,Not Alcohol Related ,6,13,9,6,5
Pottsville,Offensive conduct ,Alcohol Related ,0,0,1,0,0
Pottsville,Offensive conduct ,Not Alcohol Related ,1,1,0,0,1
Pottsville,Offensive language ,Alcohol Related ,0,0,0,0,0
Pottsville,Offensive language ,Not Alcohol Related ,0,1,1,1,0
Prairiewood,Domestic violence related assault ,Alcohol Related ,3,0,0,3,0
Prairiewood,Domestic violence related assault ,Not Alcohol Related ,9,10,14,10,20
Prairiewood,Non-domestic violence related assault ,Alcohol Related ,0,1,0,0,2
Prairiewood,Non-domestic violence related assault ,Not Alcohol Related ,10,19,19,24,13
Prairiewood,Offensive conduct ,Alcohol Related ,1,0,0,0,0
Prairiewood,Offensive conduct ,Not Alcohol Related ,1,6,17,4,0
Prairiewood,Offensive language ,Alcohol Related ,0,2,0,0,0
Prairiewood,Offensive language ,Not Alcohol Related ,1,1,24,0,1
Premer,Domestic violence related assault ,Alcohol Related ,1,0,0,0,1
Premer,Domestic violence related assault ,Not Alcohol Related ,0,0,0,2,0
Premer,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Premer,Non-domestic violence related assault ,Not Alcohol Related ,1,1,0,1,0
Premer,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Premer,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Premer,Offensive language ,Alcohol Related ,0,0,0,0,0
Premer,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Prestons,Domestic violence related assault ,Alcohol Related ,10,6,13,11,6
Prestons,Domestic violence related assault ,Not Alcohol Related ,49,50,49,18,34
Prestons,Non-domestic violence related assault ,Alcohol Related ,1,2,1,4,5
Prestons,Non-domestic violence related assault ,Not Alcohol Related ,20,22,20,24,25
Prestons,Offensive conduct ,Alcohol Related ,0,1,0,1,1
Prestons,Offensive conduct ,Not Alcohol Related ,0,0,4,1,1
Prestons,Offensive language ,Alcohol Related ,0,0,0,0,0
Prestons,Offensive language ,Not Alcohol Related ,3,2,2,2,0
Pretty Beach (Central Coast),Domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Pretty Beach (Central Coast),Domestic violence related assault ,Not Alcohol Related ,0,2,0,0,0
Pretty Beach (Central Coast),Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Pretty Beach (Central Coast),Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Pretty Beach (Central Coast),Offensive conduct ,Alcohol Related ,0,0,0,0,0
Pretty Beach (Central Coast),Offensive conduct ,Not Alcohol Related ,1,0,0,0,0
Pretty Beach (Central Coast),Offensive language ,Alcohol Related ,0,0,0,0,0
Pretty Beach (Central Coast),Offensive language ,Not Alcohol Related ,0,0,0,0,0
Primbee,Domestic violence related assault ,Alcohol Related ,0,1,5,2,1
Primbee,Domestic violence related assault ,Not Alcohol Related ,6,4,3,2,6
Primbee,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Primbee,Non-domestic violence related assault ,Not Alcohol Related ,3,3,3,2,1
Primbee,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Primbee,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Primbee,Offensive language ,Alcohol Related ,1,0,0,0,0
Primbee,Offensive language ,Not Alcohol Related ,1,0,0,0,0
Prospect,Domestic violence related assault ,Alcohol Related ,2,4,4,10,3
Prospect,Domestic violence related assault ,Not Alcohol Related ,12,15,25,23,22
Prospect,Non-domestic violence related assault ,Alcohol Related ,2,1,4,7,1
Prospect,Non-domestic violence related assault ,Not Alcohol Related ,17,7,17,19,12
Prospect,Offensive conduct ,Alcohol Related ,1,0,0,0,0
Prospect,Offensive conduct ,Not Alcohol Related ,1,0,0,0,0
Prospect,Offensive language ,Alcohol Related ,0,0,0,1,0
Prospect,Offensive language ,Not Alcohol Related ,0,0,1,0,0
Pulganbar,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Pulganbar,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Pulganbar,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Pulganbar,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Pulganbar,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Pulganbar,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Pulganbar,Offensive language ,Alcohol Related ,0,0,0,0,0
Pulganbar,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Pumpenbil,Domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Pumpenbil,Domestic violence related assault ,Not Alcohol Related ,0,2,0,0,1
Pumpenbil,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Pumpenbil,Non-domestic violence related assault ,Not Alcohol Related ,1,0,1,0,0
Pumpenbil,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Pumpenbil,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Pumpenbil,Offensive language ,Alcohol Related ,0,0,0,0,0
Pumpenbil,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Punchbowl (Canterbury-Bankstown),Domestic violence related assault ,Alcohol Related ,17,16,10,10,11
Punchbowl (Canterbury-Bankstown),Domestic violence related assault ,Not Alcohol Related ,77,60,79,45,59
Punchbowl (Canterbury-Bankstown),Non-domestic violence related assault ,Alcohol Related ,8,13,2,6,6
Punchbowl (Canterbury-Bankstown),Non-domestic violence related assault ,Not Alcohol Related ,43,57,45,44,55
Punchbowl (Canterbury-Bankstown),Offensive conduct ,Alcohol Related ,0,0,0,0,1
Punchbowl (Canterbury-Bankstown),Offensive conduct ,Not Alcohol Related ,1,2,3,2,4
Punchbowl (Canterbury-Bankstown),Offensive language ,Alcohol Related ,0,0,0,0,0
Punchbowl (Canterbury-Bankstown),Offensive language ,Not Alcohol Related ,4,5,10,5,3
Punchbowl (Clarence Valley),Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Punchbowl (Clarence Valley),Domestic violence related assault ,Not Alcohol Related ,3,0,0,0,0
Punchbowl (Clarence Valley),Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Punchbowl (Clarence Valley),Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Punchbowl (Clarence Valley),Offensive conduct ,Alcohol Related ,0,0,0,0,0
Punchbowl (Clarence Valley),Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Punchbowl (Clarence Valley),Offensive language ,Alcohol Related ,0,0,0,0,0
Punchbowl (Clarence Valley),Offensive language ,Not Alcohol Related ,0,0,0,0,0
Purfleet,Domestic violence related assault ,Alcohol Related ,2,3,2,3,8
Purfleet,Domestic violence related assault ,Not Alcohol Related ,1,3,1,3,1
Purfleet,Non-domestic violence related assault ,Alcohol Related ,1,1,2,0,1
Purfleet,Non-domestic violence related assault ,Not Alcohol Related ,0,0,2,2,2
Purfleet,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Purfleet,Offensive conduct ,Not Alcohol Related ,0,0,1,0,0
Purfleet,Offensive language ,Alcohol Related ,0,0,0,0,0
Purfleet,Offensive language ,Not Alcohol Related ,1,1,5,1,0
Purlewaugh,Domestic violence related assault ,Alcohol Related ,0,0,0,2,0
Purlewaugh,Domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Purlewaugh,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Purlewaugh,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Purlewaugh,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Purlewaugh,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Purlewaugh,Offensive language ,Alcohol Related ,0,0,0,0,0
Purlewaugh,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Putney,Domestic violence related assault ,Alcohol Related ,2,4,0,0,3
Putney,Domestic violence related assault ,Not Alcohol Related ,1,5,6,6,8
Putney,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Putney,Non-domestic violence related assault ,Not Alcohol Related ,7,1,3,3,1
Putney,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Putney,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Putney,Offensive language ,Alcohol Related ,1,1,0,0,0
Putney,Offensive language ,Not Alcohol Related ,2,0,0,0,0
Putta Bucca,Domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Putta Bucca,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Putta Bucca,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Putta Bucca,Non-domestic violence related assault ,Not Alcohol Related ,2,0,0,0,0
Putta Bucca,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Putta Bucca,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Putta Bucca,Offensive language ,Alcohol Related ,0,0,0,0,0
Putta Bucca,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Putty,Domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Putty,Domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Putty,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Putty,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Putty,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Putty,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Putty,Offensive language ,Alcohol Related ,0,0,0,0,0
Putty,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Pymble,Domestic violence related assault ,Alcohol Related ,2,3,3,3,2
Pymble,Domestic violence related assault ,Not Alcohol Related ,4,4,6,0,12
Pymble,Non-domestic violence related assault ,Alcohol Related ,1,2,3,7,4
Pymble,Non-domestic violence related assault ,Not Alcohol Related ,5,6,8,3,7
Pymble,Offensive conduct ,Alcohol Related ,0,0,1,2,0
Pymble,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Pymble,Offensive language ,Alcohol Related ,0,1,1,0,0
Pymble,Offensive language ,Not Alcohol Related ,1,0,0,0,1
Pyramul,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Pyramul,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Pyramul,Non-domestic violence related assault ,Alcohol Related ,0,0,1,0,0
Pyramul,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Pyramul,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Pyramul,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Pyramul,Offensive language ,Alcohol Related ,0,0,0,0,0
Pyramul,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Pyree,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Pyree,Domestic violence related assault ,Not Alcohol Related ,1,2,1,0,0
Pyree,Non-domestic violence related assault ,Alcohol Related ,1,0,1,0,1
Pyree,Non-domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Pyree,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Pyree,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Pyree,Offensive language ,Alcohol Related ,0,0,0,0,0
Pyree,Offensive language ,Not Alcohol Related ,0,0,0,1,0
Pyrmont,Domestic violence related assault ,Alcohol Related ,24,23,30,29,31
Pyrmont,Domestic violence related assault ,Not Alcohol Related ,22,25,17,30,41
Pyrmont,Non-domestic violence related assault ,Alcohol Related ,109,124,109,106,125
Pyrmont,Non-domestic violence related assault ,Not Alcohol Related ,43,40,47,62,60
Pyrmont,Offensive conduct ,Alcohol Related ,32,48,26,31,39
Pyrmont,Offensive conduct ,Not Alcohol Related ,7,4,7,7,4
Pyrmont,Offensive language ,Alcohol Related ,0,7,4,8,3
Pyrmont,Offensive language ,Not Alcohol Related ,3,2,0,3,3
Quaama,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Quaama,Domestic violence related assault ,Not Alcohol Related ,0,1,0,1,1
Quaama,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Quaama,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,2,1
Quaama,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Quaama,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Quaama,Offensive language ,Alcohol Related ,0,0,0,0,0
Quaama,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Quakers Hill,Domestic violence related assault ,Alcohol Related ,23,23,14,17,17
Quakers Hill,Domestic violence related assault ,Not Alcohol Related ,93,76,56,69,78
Quakers Hill,Non-domestic violence related assault ,Alcohol Related ,22,15,5,5,6
Quakers Hill,Non-domestic violence related assault ,Not Alcohol Related ,57,43,24,38,50
Quakers Hill,Offensive conduct ,Alcohol Related ,2,0,2,0,0
Quakers Hill,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Quakers Hill,Offensive language ,Alcohol Related ,3,0,1,0,0
Quakers Hill,Offensive language ,Not Alcohol Related ,1,3,0,0,1
Quambone,Domestic violence related assault ,Alcohol Related ,0,1,0,0,1
Quambone,Domestic violence related assault ,Not Alcohol Related ,0,0,0,2,0
Quambone,Non-domestic violence related assault ,Alcohol Related ,0,1,1,0,0
Quambone,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,1,2
Quambone,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Quambone,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Quambone,Offensive language ,Alcohol Related ,0,0,0,0,0
Quambone,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Quandialla,Domestic violence related assault ,Alcohol Related ,0,0,1,0,0
Quandialla,Domestic violence related assault ,Not Alcohol Related ,1,0,0,2,0
Quandialla,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Quandialla,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Quandialla,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Quandialla,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Quandialla,Offensive language ,Alcohol Related ,0,0,0,0,0
Quandialla,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Queanbeyan,Domestic violence related assault ,Alcohol Related ,4,11,8,5,5
Queanbeyan,Domestic violence related assault ,Not Alcohol Related ,16,31,16,13,19
Queanbeyan,Non-domestic violence related assault ,Alcohol Related ,28,20,22,20,21
Queanbeyan,Non-domestic violence related assault ,Not Alcohol Related ,44,38,49,57,70
Queanbeyan,Offensive conduct ,Alcohol Related ,15,6,14,8,3
Queanbeyan,Offensive conduct ,Not Alcohol Related ,6,4,6,3,5
Queanbeyan,Offensive language ,Alcohol Related ,6,4,5,2,4
Queanbeyan,Offensive language ,Not Alcohol Related ,4,16,6,8,8
Queanbeyan East,Domestic violence related assault ,Alcohol Related ,3,9,6,6,3
Queanbeyan East,Domestic violence related assault ,Not Alcohol Related ,9,15,10,10,7
Queanbeyan East,Non-domestic violence related assault ,Alcohol Related ,7,4,7,5,0
